part_idx,cluster,certainty,trust,strategy,boss_value,boss_explanation,trust_value,trust_explanation,certainty_value,certainty_explanation
49,1,certain,high,Focused more on being at work not as late as V was already happy,8,"The participant's response clearly indicates prioritizing being at work with minimal lateness, showing high concern for work obligations and potentially avoiding upsetting their boss.",3,"They acknowledge that V 'was already happy', suggesting they noticed the character's mood/trust state, but this appears to be a secondary consideration that didn't strongly influence their decision compared to work concerns.",0,There is no mention or indication that the participant considered the certainty of the other person (represented by character color) in their decision-making process.
85,0,certain,high,I want to focus on work since G is satisfied,8,"The participant explicitly mentions wanting to 'focus on work,' suggesting they prioritize their work responsibilities quite highly. This indicates they are concerned about potentially being late and the negative consequences that might follow from their boss.",4,"The participant acknowledges G's satisfaction ('G is satisfied'), showing some consideration for the other person's mood/trust. However, this appears secondary to their work focus, suggesting moderate but not high importance placed on trust.",0,There is no mention or consideration of certainty in the participant's response. They only reference G being satisfied (trust/mood) but do not indicate any awareness or consideration of how certain G is about this satisfaction.
23,0,certain,high,"Wanted to please G, as G had heard bad things about me and I wanted to change G's perception of me.",2,"The participant does not mention being concerned about being late to work or upsetting their boss at all. Their focus is entirely on G's perception of them. I give a 2 rather than 0 because being concerned about delivering an item implies some minimal awareness of work responsibilities, but there's no explicit mention of concern about the boss or lateness.",9,"The participant is highly focused on G's trust level. They specifically mention wanting to 'please G' and 'change G's perception' of them, indicating they are very concerned about G's mood and trust. The fact that G 'had heard bad things' about the participant suggests they are especially motivated to rebuild trust, making this their primary consideration.",6,"The participant indirectly references certainty by noting that 'G had heard bad things about me,' which suggests they're aware that G has formed some level of judgment or certainty about them (even if negative). The participant wants to change this perception, which shows consideration of G's current certainty level. However, they don't explicitly discuss the certainty aspect in depth or how confident G is in their negative perception."
83,1,uncertain,high,Wanted to also be on time to work since G was already pleased,8,"The participant mentions wanting to 'be on time to work', which shows significant concern about their work commitment and not being late, indicating they care about their boss's expectations.",5,"The participant acknowledges G's pleased mood state ('G was already pleased'), suggesting they were aware of and somewhat influenced by the other person's trust/mood, but this wasn't framed as the primary consideration.",0,There is no explicit mention of considering G's certainty about their trust. The response only references G's pleased state (trust) but doesn't address whether G was certain or uncertain about this trust.
14,1,immutable,high,Y seemed to stay in whatever mood he was in so if he was happy I would try not to make him too mad but still get to work either pleasing or annoying my boss.,6,"The participant mentions they would 'still get to work either pleasing or annoying my boss.' This indicates moderate concern about the boss, as they acknowledge the impact of their actions on the boss, but it doesn't seem to be their primary motivator.",8,"The statement 'if he was happy I would try not to make him too mad' suggests high consideration for Y's mood/trust. The participant is explicitly stating that they base their decision on Y's initial mood state and try to maintain a positive relationship, indicating they value Y's trust significantly.",0,There is no mention or consideration of Y's certainty about their trust in the participant's response. The participant only refers to Y's mood state (happy or not) but doesn't address anything about certainty represented by character color.
56,1,certain,high,"more of a buffer until V would be mad, so I focused on work and made sure it V wouldn't be too unhappy.",8,"The participant clearly prioritizes their work, stating they 'focused on work.' This indicates a high concern about their job responsibilities and potentially upsetting their boss.",6,"The participant does consider V's happiness, mentioning they 'made sure V wouldn't be too unhappy.' This shows moderate concern for the other person's mood/trust, but it seems secondary to work considerations.",3,"There is minimal explicit reference to considering V's certainty in the decision-making process. The mention of a 'buffer until V would be mad' might imply some consideration of the other person's state, but it does not clearly indicate awareness of certainty levels."
91,0,certain,high,Thought focusing on work was more important.,10,"The participant directly states they focused on work, considering it 'more important'. This strongly suggests that they prioritized not being late to work and avoiding upsetting their boss over other considerations.",2,"The participant implies they made a comparison ('more important') which suggests they did consider the other person's trust/mood to some degree, but explicitly decided it was less important than work considerations. There's minimal evidence they cared significantly about the other person's trust.",0,There is no mention or indication that the participant considered the certainty of the other person in their decision making process. The response only mentions prioritizing work and makes no reference to the other person's certainty about their trust.
54,0,uncertain,high,When Y was happy I tried to be more on time for my meeting to please my boss.  I tried to balance the demands of Y and my boss.,8,"The participant explicitly mentioned trying to be more on time for their meeting to 'please my boss' when Y was happy, indicating that they placed high importance on not being late and upsetting their boss. They also mentioned trying to 'balance the demands' which shows the boss's expectations were a significant consideration in their decision-making process.",6,"The participant considered Y's mood (happiness) in their decision-making, noting that they tried to be more on time when Y was happy. They explicitly mentioned trying to 'balance the demands of Y and my boss,' indicating that Y's mood/trust was important but perhaps not as paramount as pleasing their boss.",2,"There is minimal evidence that the participant considered the certainty of the other person (Y). While they mention responding to Y's happiness, there is no explicit reference to considering how certain Y was about their trust or feelings. The response focuses on Y's mood state rather than Y's certainty about that state."
48,0,uncertain,high,"G is happy, make boss happy",10,"The participant's response 'G is happy, make boss happy' clearly indicates their primary motivation was to please their boss. They prioritized going to work on time (not delivering the item) to keep their boss happy, suggesting a high concern for their work responsibilities and boss's approval.",3,"While the participant acknowledges that 'G is happy,' indicating some awareness of G's positive mood/trust, they do not seem to weigh this heavily in their decision. Instead, they pivot immediately to focusing on making their boss happy, suggesting low to moderate consideration of G's trust.",0,There is no evidence in the response that the participant considered G's certainty about their trust. The participant only mentions G's happiness (mood/trust) without any reference to how certain G was about this trust. The response lacks any consideration of the certainty dimension represented by character color.
42,1,certain,high,"If he is really happy already, I could go to work the route where he won't know whether I'd delivered it or not so the boss is less angry.",8,"The participant explicitly mentions choosing a route to minimize the boss's anger ('so the boss is less angry'), indicating a high concern for not upsetting their boss by being late to work.",5,"The participant acknowledges the other person's emotional state ('he is really happy already'), suggesting moderate consideration of the other person's mood, but this seems secondary to avoiding trouble with the boss.",9,"The participant specifically plans to take a route 'where he won't know whether I'd delivered it or not,' demonstrating high awareness of and strategic use of the other person's certainty in their decision-making process."
74,0,immutable,high,"I feel like out of all of the 3 friends Y had the most spontaneous moods, and it was a good idea to focus on pleasing Y first before focusing on work.",3,"The participant mentions 'focusing on work' as secondary to pleasing Y, suggesting they do have some concern about work but it's less important than helping their friend. They don't specifically mention their boss or being late, but the implication is that work considerations were present but deprioritized.",8,"The participant explicitly states they wanted to 'focus on pleasing Y first' and considers Y's moods as important enough to prioritize over work. This indicates a high level of concern for Y's mood/trust, making it their primary consideration in decision-making.",6,"The participant notes that Y had 'the most spontaneous moods,' which suggests they were paying attention to the variability or unpredictability in Y's reactions. This indicates they were considering the certainty aspect, though it's not explicitly stated how this factored into their decision-making process."
22,0,immutable,high,Take the middle road so I could still please customer and be late to work but not make my boss the angriest,6,"The participant explicitly mentions considering the impact on their boss, stating they want to 'be late to work but not make my boss the angriest.' This indicates moderate concern about workplace consequences, as they're willing to be late but are trying to minimize the boss's negative reaction.",7,"The participant mentions wanting to 'please customer,' suggesting they care significantly about maintaining the trust relationship. They're choosing a compromise approach specifically to maintain the customer's satisfaction, indicating trust is an important factor in their decision-making.",3,"There is no explicit mention of certainty considerations in the response. The participant discusses taking a 'middle road' approach, but this appears to be about balancing the needs of the customer and boss rather than responding to the customer's certainty about their trust. The low-moderate rating reflects that there might be implicit consideration of certainty in the balanced approach, but it's not clearly articulated."
72,0,certain,high,Same as previous colours strat getting it deliverd but not fussed about showing it,5,"The participant mentions they are 'not fussed about showing it', which suggests a moderate concern about the boss's reaction. They are considering getting the item delivered, which indicates some effort to balance work obligations, but it's not expressed as a high priority.",4,"The participant refers to 'same as previous' which suggests they are following a pattern, possibly related to the other person's trust. However, since they are 'not fussed about showing it', this indicates they aren't highly concerned about maintaining the other person's trust or mood.",7,"The participant explicitly mentions 'colours strat' which suggests they are using the color information (representing certainty) as part of their strategy. This indicates they are considering the certainty of the other person in their decision-making process, though the exact influence isn't elaborated in detail."
25,1,certain,high,they seemed more forgiving so i tried to please them half of the time and the boss the other half,5,"The participant explicitly states they tried 'to please them half of the time and the boss the other half,' indicating a balanced consideration between pleasing the boss and the other person. This suggests moderate concern about being late to work and upsetting their boss, as they were willing to compromise this half of the time.",5,"The participant notes they 'tried to please them half of the time,' suggesting they were moderately concerned about the other person's mood/trust. They also mention the person 'seemed more forgiving,' indicating an awareness of the other's emotional state, but they weren't completely prioritizing it over their boss's expectations.",2,"There is minimal evidence that the participant considered the other person's certainty in their decision-making process. They mention the other seemed 'more forgiving,' which relates to trust/mood rather than certainty. Their response focuses on balancing between pleasing the other person and the boss without explicit reference to how certain the other person was about their trust."
80,0,immutable,high,i focused more on making them happy than the boss,3,The participant explicitly states they 'focused more on making them happy than the boss' which indicates they did consider the boss's reaction to being late but prioritized it less than the other person's happiness. This suggests a low-to-moderate concern about being late to work and upsetting their boss.,8,"The participant clearly states they 'focused more on making them happy,' indicating a high prioritization of the other person's mood/trust. Their primary motivation appears to be ensuring the other person's happiness, which directly relates to the trust dimension.",0,"There is no mention or indication that the participant considered the certainty of the other person in their decision-making process. The response only mentions focusing on making the other person happy versus pleasing the boss, with no reference to how certain the other person was about their trust."
88,1,uncertain,high,I can try and prioritise my relationship with my boss since there is a level of understanding with Y. ,8,"The participant explicitly states they are prioritizing their relationship with their boss, indicating a high concern about being late to work and potentially upsetting their boss.",4,"The participant mentions 'a level of understanding with Y,' suggesting some consideration of the other person's mood/trust, but it's secondary to their concern about their boss. They seem to believe Y will understand their decision to prioritize work.",2,"There is no explicit mention of considering Y's certainty about their trust. The 'level of understanding' might imply some awareness of Y's mental state, but there's no clear indication that the participant factored the certainty of Y's trust into their decision."
11,1,uncertain,high,"If Y was happy, I knew I could please my boss instead.",8,"The participant's response 'I knew I could please my boss instead' strongly indicates that pleasing their boss was a high priority. The wording suggests that when Y was happy, the participant felt free to prioritize their boss, implying that the boss's satisfaction was an important consideration in their decision-making process.",7,"The participant clearly considered Y's emotional state ('If Y was happy') as a significant factor in their decision. They based their action on Y's mood, indicating they cared about Y's trust/mood to a considerable degree, using it as a condition for their decision to prioritize their boss.",3,"There is minimal evidence that the participant considered the certainty of Y's trust. While they mention Y's mood (happiness), they don't explicitly reference or consider how certain Y was about their trust. The use of 'I knew' suggests some level of certainty in their own assessment, but doesn't clearly indicate consideration of Y's certainty about their trust."
45,0,uncertain,high,"They are not as sensitive as the others, so I would take path C.",0,There is no mention of concern about being late to work or upsetting the boss. The participant's response does not address this aspect at all.,7,"The participant refers to 'they are not as sensitive as the others,' suggesting they are paying attention to the other person's emotional state or trust level. The comparison to 'others' indicates they've evaluated different levels of sensitivity/trust, and this factored into their decision.",3,"There's no explicit mention of certainty in the response. However, the comparative statement about sensitivity ('not as sensitive as the others') might indirectly reference the certainty aspect, as sensitivity could relate to how confidently the other person expressed their trust. This is only implied though, not clearly stated."
55,1,uncertain,high,"As G trusts me I do not want to break that trust, and so I delivered the parcel but through the shortest possible route - since they trust me anyway.",5,"The participant shows some concern about being late to work by mentioning they took 'the shortest possible route,' suggesting they're trying to minimize lateness. However, they don't explicitly mention their boss or concerns about upsetting them, so this appears to be a moderate priority rather than their main focus.",8,"The participant clearly prioritizes maintaining trust, stating 'As G trusts me I do not want to break that trust' as their primary motivation for delivering the parcel. This suggests trust is highly important in their decision-making process.",3,"There's minimal evidence the participant considered certainty in their decision. The statement 'since they trust me anyway' could imply they're aware of G's certainty about trust, but it's not clearly articulated whether certainty levels influenced their decision. They mainly focus on the fact that trust exists rather than how certain G is about that trust."
40,1,certain,high,"If they trust me, I want to help them.",0,The participant does not mention any concern about being late to work or upsetting their boss. Their response is solely focused on the other person's trust.,10,"The participant explicitly states that trust is the determining factor in their decision making. They directly connect the other person's trust to their willingness to help, making it the central and only consideration mentioned.",0,"The participant makes no reference to the certainty of the other person's trust. They only mention the trust itself as a factor, with no indication they considered how certain/uncertain the other person was about their trust."
89,0,uncertain,high,I didn't care about his mood because I knew he wouldn't see me.,0,The participant does not mention any concern about being late to work or about their boss at all. Their decision-making appears to be independent of any workplace consideration.,0,The participant explicitly states 'I didn't care about his mood' which directly indicates they were not considering the trust/mood of the other person in their decision.,0,"The participant makes no reference to considering the certainty of the other person. Their statement 'I knew he wouldn't see me' suggests they made their decision based on the lack of observation, not on the other person's certainty about trust."
79,0,immutable,high,"I feel that if the customer is already happy with my service,I can focus on helping the boss to be happy with me",8,"The participant clearly prioritizes the boss's happiness in this scenario. They mention wanting to 'focus on helping the boss to be happy with me', which indicates a high concern about not being late to work and maintaining a good relationship with their boss.",4,"The participant acknowledges the customer's trust/mood ('if the customer is already happy with my service'), but sees it as a condition that allows them to shift focus to the boss rather than as something they need to actively maintain. They don't ignore the customer's mood but consider it already addressed, showing moderate concern.",0,There is no mention or indication that the participant considered the certainty of the other person's trust in their decision-making process. The response doesn't reference the character color or any concept of certainty about the customer's trust level.
75,0,certain,high,I would typically choose path C that way they wouldn't know if I delivered their items and wouldn't be that mad at me.,8,The participant is concerned about minimizing negative consequences from their boss by choosing a path that doesn't clearly indicate whether they've delivered items or not. The focus on avoiding their boss being 'mad' at them suggests a high prioritization of work obligations.,3,"The participant shows minimal concern for the other person's trust. They mention considering the other person's potential reaction ('wouldn't be that mad at me'), but are mostly focused on avoiding clear responsibility rather than maintaining trust or fulfilling the other's needs.",7,"The participant explicitly mentions choosing path C so 'they wouldn't know if I delivered their items.' This indicates they're deliberately manipulating the other person's certainty about their actions, suggesting they understand and are strategically using the certainty aspect in their decision-making."
43,0,uncertain,high,Work is priority,10,The participant's response 'Work is priority' clearly indicates that they prioritize their job commitment and not being late to work over any other considerations. This suggests a very high concern about potentially upsetting their boss by being late.,0,There is no mention or consideration of the other person's mood or trust in the response. The participant's statement 'Work is priority' indicates they did not factor the other person's trust into their decision at all.,0,The participant's response shows no consideration of the certainty of the other person in their decision. There is no indication that they took into account whether the other person was certain or uncertain about their trust. The response is solely focused on work priority.
52,1,immutable,high,"I was pretty sure my actions wouldn/t impact Y so would focus on work - within the context of delivering the item on 3 days of the week,",8,The participant explicitly states they would 'focus on work' which strongly suggests they prioritize their work responsibilities over delivering the item. This indicates high concern about being late to work and potentially upsetting their boss.,2,"The participant shows very little concern for Y's mood/trust, as they explicitly state they were 'pretty sure my actions wouldn't impact Y.' This suggests they didn't factor Y's trust level into their decision-making much at all.",7,"The participant mentions being 'pretty sure' their actions wouldn't impact Y, which indicates they did consider the certainty element in their reasoning. They appear to have made their decision based on their perception that Y's certainty level meant their actions wouldn't matter, showing they processed the certainty information even if they chose to dismiss its importance."
51,1,uncertain,high,"Y is happy, focus on pleasing boss too",8,"The participant explicitly mentions a focus on 'pleasing boss too,' indicating a significant concern about being on time for work and maintaining a good relationship with their boss. This suggests the boss/policy is a primary consideration in their decision-making process.",5,"The participant notes that 'Y is happy,' showing they are aware of and considering the other person's mood/trust. However, the use of 'too' implies this is secondary to pleasing the boss, suggesting moderate but not overwhelming consideration of the other person's trust.",0,"There is no mention or indication that the participant considered the certainty of Y's trust/mood in their decision. The response solely focuses on Y's happiness state and the importance of pleasing the boss, without any reference to how certain Y was about their feelings."
63,0,certain,high,"since it was not necessary to convince Y that he could trust me, I prioritised being at work on time",8,"The participant explicitly mentions prioritizing 'being at work on time', indicating that they placed high importance on their professional responsibility and not upsetting their boss. Their decision was clearly influenced by wanting to avoid being late to work.",3,"The participant acknowledges Y's trust ('it was not necessary to convince Y that he could trust me'), showing some awareness of the other person's state of mind, but explicitly chose not to prioritize this factor in their decision-making process.",5,"The participant mentions that it 'was not necessary to convince Y that he could trust me,' which suggests some consideration of Y's certainty level. The phrasing implies they recognized Y was already certain about trusting them, which influenced their decision to prioritize work instead. However, they don't explicitly mention certainty as a factor in their decision process."
37,1,certain,high,"V was never happier when I made sure to deliver V's item; their mood only went down, not up. So, if I did what they wanted, at least they wouldn't become more upset with me.",0,"The response does not mention any concern about being late to work or upsetting their boss. The participant seems focused solely on V's emotional state, with no reference to the work-related consequences of their decision.",8,"The participant shows high concern for V's mood/trust, explicitly stating they wanted to prevent V from becoming 'more upset.' They noted that 'V's mood only went down, not up' and made their decision specifically to avoid a negative emotional reaction, indicating they prioritized maintaining V's trust or at least preventing further deterioration of V's mood.",0,There is no indication that the participant considered V's certainty in their decision-making process. The response only mentions V's emotional state (mood/trust) but does not reference anything about how certain V was about this trust. There is no mention of the character color which represented certainty in the study.
46,1,certain,high,"theyre happy, its fine. ",0,There is no mention of the boss or any consideration about being late to work in the participant's response. The participant's decision seems to be solely based on the other person's emotional state without any reference to the potential consequences of being late.,8,"The participant explicitly references the emotional state ('they're happy') of the other person and bases their decision entirely on this observation. This suggests they are highly attentive to the other person's mood/trust, using it as the primary or sole factor in their decision-making process.",0,The participant makes no reference to the certainty of the other person (which would be represented by the character color in the study). They only mention the emotional state ('they're happy') without any indication that they considered how certain the other person was about their trust.
20,1,certain,high,They already don't know me anyway,1,"The participant's response 'They already don't know me anyway' indicates very little concern about potential workplace consequences or upsetting their boss. There's no mention or consideration of the workplace policy or being late to work, suggesting they place minimal importance on this aspect.",4,"The response implies some awareness of the other person's trust or perception ('they don't know me'), suggesting moderate consideration of the other person's perspective. However, they seem to be dismissing its importance rather than actively considering the other's trust level or mood.",5,"The phrase 'already don't know me anyway' suggests some awareness of the other person's certainty state - specifically that the other person lacks knowledge about them. However, they're using this uncertainty as justification for their decision rather than deeply analyzing the certainty itself. This indicates a moderate level of consideration for certainty."
10,1,immutable,high,"If I take path D, then G will eventually forget about it over the weekend",0,"The participant makes no reference to being late to work or upsetting their boss. Their decision seems entirely focused on how G will perceive or remember their action, with no consideration of workplace consequences.",6,"The participant is considering G's reaction to their choice, implying they care about G's perception of them. They're strategizing based on the belief that G's negative feelings (presumably about the participant not fulfilling a request) will fade over time. This shows moderate concern for G's mood/trust, though they're focused more on G eventually forgetting rather than maintaining trust immediately.",0,"There is no indication that the participant is considering G's certainty about their trust level. The response only references G's eventual forgetting of the situation over time, not whether G was certain or uncertain about trusting the participant."
93,1,immutable,high,V was most responsive and could not be disappointed a lot.,2,"There is minimal to no mention of concern about being late to work or upsetting their boss. The response focuses entirely on V's responsiveness and potential disappointment, without any reference to work considerations.",8,"The participant shows significant concern about V's mood and potential disappointment, noting that 'V was most responsive and could not be disappointed a lot.' This indicates they were making decisions largely based on maintaining V's trust and avoiding disappointing them.",3,"There is limited explicit consideration of V's certainty about their trust. The phrase 'most responsive' might indirectly relate to certainty, but the participant doesn't clearly articulate considering how certain V was about trusting them, focusing instead on the potential emotional outcome (disappointment)."
67,1,immutable,high,He's always unhappy,0,There is no mention of considering the boss or being late to work in the response. The participant only commented on the person's mood without referencing any concern about work obligations.,5,"The response 'He's always unhappy' indicates some awareness of the other person's mood (unhappy), suggesting the participant noticed the facial expression showing distrust. However, it's a very brief observation without clear indication of how much this influenced their decision, hence a medium rating.",0,There is no indication that the participant considered the certainty aspect (represented by character color) in their response. The comment only refers to the person's mood without any reference to their certainty about that mood.
30,0,certain,high,I found i could be focused on the work aspect and often not impact Y overly much,8,"The respondent clearly prioritizes the work aspect, stating they 'could be focused on the work aspect', indicating a strong concern about being late to work and potentially upsetting their boss. Their primary focus seems to be on work responsibilities.",3,"The participant acknowledges Y (the other person) but indicates they tried not to 'impact Y overly much', suggesting only a moderate to low level of concern about the other person's trust or mood. They seem to consider Y's feelings but as secondary to work priorities.",1,"There is no explicit mention of considering the certainty of Y's trust in their decision-making process. The response focuses on balancing work priorities with minimal impact on Y, but does not reference Y's certainty about their trust at all."
32,1,uncertain,high,"On my quiz, V was gone from home, so there was no emotion involved. I split route and dropped it off as to not be rude, even if I wouldn't be judged. ",7,"The participant mentions taking the split route, which implies they were concerned about being late to work and upsetting their boss. The phrase 'even if I wouldn't be judged' suggests they were weighing the professional obligation quite heavily in their decision.",3,"The participant states 'V was gone from home, so there was no emotion involved,' indicating they weren't highly influenced by V's mood or trust. However, they still chose to 'not be rude,' showing some minimal consideration for the social relationship, even though the emotional component was absent.",1,"There is very little indication that the participant considered V's certainty in their decision. They mention V was gone, suggesting they didn't factor in V's mental state about trust at all. The decision seems to be based on general politeness ('not be rude') rather than any consideration of V's certainty about trust."
92,0,certain,high,I knew Y would forgive me for not delivering the item and I wanted to be on time for work.,8,"The participant explicitly states 'I wanted to be on time for work,' indicating that their boss's policy (being on time) was a primary motivator for their decision. This suggests a high concern for not upsetting their boss by being late.",6,"The participant acknowledges Y's trust by stating 'I knew Y would forgive me for not delivering the item,' showing they considered Y's reaction. This indicates moderate concern for Y's mood/trust - they cared enough to consider forgiveness but ultimately prioritized work.",7,"The phrase 'I knew Y would forgive me' indicates high certainty in their understanding of Y's reaction. The participant seems confident in their assessment of Y's certainty level, suggesting they factored certainty into their decision-making process significantly."
9,0,certain,high,This state of mind would allow me to focus on being on time for work as V would be cool with it.,8,The participant explicitly mentions 'focus on being on time for work' which indicates they place high importance on not being late to work and avoiding upsetting their boss. This is their primary stated concern in the response.,5,"The participant considers that 'V would be cool with it', suggesting they are taking into account V's mood/trust. They're using V's apparent trust (being 'cool with it') to justify their decision, showing moderate consideration of trust, but it's secondary to their work concerns.",0,"There is no explicit mention or consideration of V's certainty in their decision making process. The participant refers only to V being 'cool with it' but doesn't address how certain V is about this state, or how that certainty might affect their decision."
87,1,immutable,high,With a mild mood balance is key.,5,"The participant mentions 'balance is key', indicating they are considering both sides of the situation - likely weighing the consequences of being late to work against the other person's needs. This suggests a moderate level of concern about work obligations, but not an overwhelming priority.",5,"The participant directly references the 'mild mood' of the other person, showing they are taking the other's emotional state into account. The emphasis on 'balance' suggests they are giving the other person's trust/mood equal weight against other considerations.",0,There is no explicit or implicit mention of the other person's certainty (represented by character color) in the response. The participant only mentions the mood aspect but does not reference how certain the other person was in their trust or distrust.
7,1,certain,high,V confused me the most because they were more resistant to changing their mind.,0,The participant's response does not mention any consideration about being late to work or upsetting their boss. Their explanation focuses solely on the character's resistance to changing their mind.,4,"The participant seems to be considering the character's attitude ('resistance to changing their mind'), which could relate to trust, but they don't explicitly mention trust or mood. The fact that they were 'confused' by character V suggests they were trying to account for the character's state, but the description is quite minimal.",7,"The participant explicitly mentions that character V was 'more resistant to changing their mind,' which directly refers to the certainty aspect of the experimental design. This shows they were attentive to how fixed or certain the character's beliefs were, making this the most clearly addressed dimension in their response."
6,0,immutable,high,kind of want to make sure V is still happy,0,The participant's response doesn't mention any concern about being late to work or upsetting their boss. There is no indication they considered workplace consequences in their decision.,8,"The response directly states they 'want to make sure V is still happy', indicating a high level of concern for V's mood/trust. The phrase 'make sure' suggests maintaining V's happiness is a priority, though it doesn't express the absolute strongest possible concern (which would warrant a 9-10).",0,There is no mention or indication that the participant considered V's certainty in their decision-making process. The response only references wanting to maintain V's happiness but doesn't address how certain V might be about trusting them.
61,1,certain,high,For Y I have been neutral for balancing between my boss and Y. ,5,"The participant mentions being 'neutral for balancing between my boss and Y', suggesting they are giving equal weight to their boss's expectations (being on time for work) and Y's needs. This equal balancing indicates a moderate level of concern about being late to work and upsetting their boss - not dismissive of their boss's expectations but not prioritizing them over everything else.",5,"The participant's statement about being 'neutral for balancing between my boss and Y' implies they are considering Y's needs with equal importance to their boss's expectations. This suggests a moderate level of concern for the other person (Y), though the response doesn't specifically mention Y's mood or trust level.",0,"There is no mention or indication in the response that the participant considered the certainty of the other person (Y) in their decision-making process. The participant only mentions balancing between their boss and Y, but doesn't reference Y's certainty about their trust at all."
59,1,certain,high,I'm happy to help but didn't see the need to travel the fastest path,3,"The participant mentions not seeing 'the need to travel the fastest path' which suggests they weren't particularly concerned about getting to work quickly or being on time. This indicates a relatively low concern about potential consequences from their boss, since they prioritized other considerations over taking the fastest route.",5,"The response 'I'm happy to help' suggests some consideration for the other person and willingness to assist, which indicates a moderate level of caring about the other's trust. However, the response is brief and doesn't explicitly mention the other person's mood or trust level, making it difficult to rate this higher.",0,There is no indication in this brief response that the participant considered the certainty of the other person in their decision-making process. They don't mention the character color or anything related to how certain the other person was about their trust or expectations.
18,0,immutable,high,I knew G was in a positive mood and I could prioritize work once before they would be skeptical again.,8,"The participant explicitly mentions prioritizing work, indicating a high concern for work-related obligations and presumably not wanting to upset their boss. The phrase 'I could prioritize work once' suggests they were actively weighing work importance against other factors.",7,"The participant acknowledged G's 'positive mood' (which represents trust), showing awareness of and consideration for G's trust level. They factored this positive mood into their decision-making process, understanding that it gave them an opportunity to prioritize work.",9,"The participant demonstrates strong consideration of certainty by noting they could prioritize work 'once before they would be skeptical again.' This indicates they're thinking ahead about how their action would affect future certainty/skepticism, showing they understand the certainty component is dynamic and their choices affect it."
5,0,uncertain,high,I wanted to keep my positive reputation,2,"The participant makes no explicit mention of concern about being late to work or upsetting their boss. Their response focuses entirely on maintaining their positive reputation, which suggests minimal consideration for workplace consequences.",8,"The participant's primary motivation appears to be maintaining their 'positive reputation,' which strongly suggests they were concerned about the other person's trust. Wanting to preserve a positive reputation indicates they cared about how the other person viewed them and maintaining the trust relationship.",0,There is no mention or indication that the participant considered the certainty of the other person in their decision-making process. Their response solely focuses on reputation maintenance without any reference to how certain the other person was about their trust.
81,1,uncertain,high,G is hard to please so I would take a path that they were aware of in the hope that they would believe I delivered their items,7,"The participant seems moderately concerned about pleasing G (likely the boss), indicating that they care about avoiding negative consequences at work. They are strategically planning a path where the boss would be aware of their actions, suggesting they are motivated to maintain a positive professional relationship and avoid negative consequences.",8,"The participant is highly focused on G's perception of their actions, specifically mentioning that G is 'hard to please' and that they want G to 'believe I delivered their items.' This indicates significant concern about maintaining trust with the other person and being perceived as reliable.",6,"The participant mentions taking 'a path that they were aware of,' which suggests some consideration of the other person's knowledge state or certainty. They are deliberately choosing actions that would be visible to G, indicating they are factoring in G's certainty about whether the task was completed, though they don't explicitly discuss G's level of certainty about trust."
97,1,certain,high,take direct route,10,"The participant chose the direct route, indicating they prioritized getting to work on time and not upsetting their boss. The succinct response without any explanation about other factors suggests this was their primary or only concern.",0,There is no indication in the response that the participant considered the other person's mood or trust level. They simply stated they would take the direct route without any reference to how this might affect the other person.,0,"The response contains no mention of the other person's certainty level. The participant did not discuss how the character's color (representing certainty) influenced their decision, suggesting they did not factor this into their choice."
73,1,immutable,high,I wanted to keep them happy,0,The participant's response doesn't mention anything about being late to work or concerns about upsetting their boss. There is no indication they considered this aspect in their decision-making process.,10,"The response 'I wanted to keep them happy' directly indicates that the participant's primary (and only stated) motivation was the other person's happiness/mood. This suggests they were entirely focused on maintaining the other person's positive emotional state, which relates to preserving trust.",0,There is no mention of certainty in the participant's response. They don't reference the character color or indicate they considered how certain the other person was about their trust. The response only mentions wanting to keep the other person happy without any consideration of certainty levels.
36,1,certain,high,because he was happy  ,0,The participant doesn't mention any consideration about being late to work or upsetting their boss. Their response is solely focused on the other person's emotional state ('because he was happy').,7,"The participant explicitly bases their decision on the other person's mood ('because he was happy'), indicating they cared significantly about the other person's emotional state. However, the explanation is very brief and doesn't elaborate on how much the happiness influenced their decision, so I'm not giving it the highest possible rating.",0,There is no mention or indication that the participant considered the certainty of the other person's trust. The response only references the mood ('happy') without any consideration of how certain the other person was about their feelings.
